レース	馬番	馬名	前半3F	向正面	出自
1	1		37.8		実測(融合2頭)
1	2		38.5		実測
1	3		38.9		実測(融合2頭)
1	4		37.6		実測(融合2頭)
1	5		38.9		実測(融合2頭)
1	6		37.4		実測(融合2頭)
1	7		38.2		実測
1	8		37.4		実測(融合2頭)
1	9		40.1		実測
1	10		37.8		実測(融合2頭)
1	11		37.6		実測(融合2頭)
2	1		38.5		実測(融合3頭)
2	2		40.1		実測
2	3		38.5		実測(融合3頭)
2	4		39.5		実測
2	5		41.4		実測
2	6		39.9		実測(融合2頭)
2	7		38.5		実測(融合3頭)
2	8		39.9		実測(融合2頭)
2	9		39.3		実測(融合2頭)
2	10		39.3		実測(融合2頭)
2	11		39.1		実測
3	1		40.6		実測
3	2		39.6		実測(融合3頭)
3	3		41.4		実測
3	4		40.2		実測(融合2頭)
3	5		39.6		実測(融合3頭)
3	6		39.5		実測
3	7		40.2		実測(融合2頭)
3	8		39.9		実測(融合2頭)
3	10		39.9		実測(融合2頭)
3	11		39.6		実測(融合3頭)
4	1		41.2		推定
4	2		39.5		推定
4	3		40.4		推定
4	4		39.8		推定
4	6		39.8		推定
4	7		40.2		推定
4	8		39.7		推定
5	1		39.2		実測(融合2頭)
5	2		41.0		実測
5	3		38.9		実測(融合3頭)
5	4		38.9		実測(融合3頭)
5	5		38.9		実測(融合3頭)
5	6		39.2		実測(融合2頭)
5	7		38.6		実測
5	8		39.4		実測
6	1		38.9		実測(融合2頭)
6	2		39.4		実測
6	3		38.9		実測(融合2頭)
6	4		38.2		実測(融合3頭)
6	5		37.3		実測
6	7		38.2		実測(融合3頭)
6	8		38.2		実測(融合3頭)
7	1		37.6		実測(融合2頭)
7	2		38.9		実測(融合5頭)
7	3		40.8		実測
7	4		38.9		実測(融合5頭)
7	5		40.5		実測
7	6		37.6		実測(融合2頭)
7	7		38.9		実測(融合5頭)
7	8		37.7		実測
7	9		38.9		実測(融合5頭)
7	10		37.5		実測(融合2頭)
7	11		37.5		実測(融合2頭)
7	12		38.9		実測(融合5頭)
8	1		39.1		推定
8	2		38.7		推定
8	3		37.7		推定
8	4		39.3		推定
8	5		37.5		推定
8	6		40.0		推定
8	7		37.9		推定
8	8		39.0		推定
8	9		37.7		推定
8	10		37.5		推定
8	11		39.9		推定
8	12		37.9		推定
9	1		37.9		推定
9	2		36.9		推定
9	3		37.3		推定
9	4		38.7		推定
9	5		38.2		推定
9	6		37.2		推定
9	7		37.7		推定
9	8		36.3		推定
9	9		36.7		推定
9	10		38.5		推定
10	1		36.9		推定
10	2		37.2		推定
10	3		38.5		推定
10	4		37.2		推定
10	5		37.3		推定
10	6		38.7		推定
10	7		36.5		推定
10	8		36.4		推定
10	9		38.2		推定
10	10		37.0		推定
10	11		38.4		推定
11	1		38.1		推定
11	2		37.0		推定
11	3		38.6		推定
11	4		38.1		推定
11	5		38.0		推定
11	6		37.7		推定
11	7		38.0		推定
11	8		37.0		推定
11	9		39.1		推定
11	10		37.4		推定
11	11		38.4		推定
12	1		39.0		実測(融合4頭)
12	2		40.7		実測
12	3		39.5		実測(融合2頭)
12	4		40.1		実測(融合2頭)
12	5		39.0		実測(融合4頭)
12	6		39.0		実測(融合4頭)
12	7		39.0		実測(融合4頭)
12	8		38.6		実測(融合2頭)
12	9		40.1		実測(融合2頭)
12	10		38.6		実測(融合2頭)
12	11		39.5		実測(融合2頭)
