レース	馬番	馬名	前半3F	向正面	出自
1	1		40.4		推定
1	2		39.9		推定
1	3		40.2		推定
1	4		41.3		推定
1	5		40.0		推定
1	6		39.8		推定
1	7		39.8		推定
1	8		40.2		推定
2	1		43.6		推定
2	2		41.0		推定
2	3		41.1		推定
2	4		40.6		推定
2	5		41.3		推定
2	6		40.6		推定
2	7		41.0		推定
2	8		41.5		推定
2	9		41.8		推定
2	10		41.7		推定
2	11		41.8		推定
3	1		40.1		推定
3	2		39.0		推定
3	3		38.3		推定
3	4		39.3		推定
3	5		38.7		推定
3	6		38.4		推定
3	7		38.0		推定
3	8		39.8		推定
3	9		38.3		推定
3	10		38.1		推定
4	1		39.0		推定
4	2		39.6		推定
4	3		40.2		推定
4	4		39.1		推定
4	5		39.4		推定
4	6		39.0		推定
4	7		40.3		推定
4	8		42.2		推定
4	9		40.2		推定
4	10		39.3		推定
5	1		39.0		推定
5	2		38.1		推定
5	3		39.0		推定
5	4		39.4		推定
5	5		40.0		推定
5	6		40.1		推定
5	7		37.4		推定
5	8		37.6		推定
5	9		40.9		推定
5	10		40.6		推定
5	11		39.8		推定
6	1		40.8		推定
6	2		39.7		推定
6	3		40.1		推定
6	4		39.7		推定
6	5		40.0		推定
6	6		39.8		推定
6	7		39.4		推定
6	8		39.2		推定
6	9		39.3		推定
6	10		41.1		推定
6	11		39.8		推定
6	12		39.5		推定
7	2		38.6		推定
7	3		37.6		推定
7	4		37.5		推定
7	5		38.0		推定
7	6		38.2		推定
7	7		37.6		推定
7	8		37.3		推定
7	9		38.0		推定
7	10		37.0		推定
8	1		38.1		推定
8	2		38.7		推定
8	3		38.6		推定
8	4		39.2		推定
8	5		39.0		推定
8	6		38.4		推定
8	7		38.5		推定
8	8		38.4		推定
8	9		37.7		推定
9	1		37.1		推定
9	2		38.1		推定
9	3		36.7		推定
9	4		36.3		推定
9	5		37.7		推定
9	6		37.5		推定
10	1		39.3		推定
10	2		39.3		推定
10	3		38.4		推定
10	4		38.8		推定
10	5		39.4		推定
10	6		38.4		推定
10	7		40.3		推定
10	8		39.2		推定
10	9		37.8		推定
10	10		38.3		推定
10	11		38.3		推定
10	12		38.1		推定
